1.220000000000000000e+02,4.420000000000000000e+02
1.210000000000000000e+02,5.070000000000000000e+02
1.250000000000000000e+02,5.710000000000000000e+02
1.280000000000000000e+02,6.360000000000000000e+02
1.370000000000000000e+02,7.020000000000000000e+02
1.610000000000000000e+02,7.610000000000000000e+02
2.050000000000000000e+02,8.060000000000000000e+02
2.580000000000000000e+02,8.400000000000000000e+02
3.220000000000000000e+02,8.540000000000000000e+02
3.930000000000000000e+02,8.460000000000000000e+02
4.690000000000000000e+02,8.240000000000000000e+02
5.450000000000000000e+02,7.950000000000000000e+02
6.010000000000000000e+02,7.480000000000000000e+02
6.380000000000000000e+02,6.870000000000000000e+02
6.550000000000000000e+02,6.160000000000000000e+02
6.640000000000000000e+02,5.430000000000000000e+02
6.740000000000000000e+02,4.650000000000000000e+02
1.520000000000000000e+02,3.740000000000000000e+02
1.780000000000000000e+02,3.450000000000000000e+02
2.190000000000000000e+02,3.390000000000000000e+02
2.610000000000000000e+02,3.490000000000000000e+02
2.990000000000000000e+02,3.650000000000000000e+02
3.890000000000000000e+02,3.700000000000000000e+02
4.390000000000000000e+02,3.520000000000000000e+02
4.910000000000000000e+02,3.460000000000000000e+02
5.440000000000000000e+02,3.580000000000000000e+02
5.830000000000000000e+02,3.930000000000000000e+02
3.390000000000000000e+02,4.230000000000000000e+02
3.340000000000000000e+02,4.630000000000000000e+02
3.290000000000000000e+02,5.020000000000000000e+02
3.230000000000000000e+02,5.440000000000000000e+02
2.850000000000000000e+02,5.870000000000000000e+02
3.050000000000000000e+02,5.930000000000000000e+02
3.260000000000000000e+02,5.980000000000000000e+02
3.530000000000000000e+02,5.950000000000000000e+02
3.780000000000000000e+02,5.910000000000000000e+02
1.990000000000000000e+02,4.280000000000000000e+02
2.250000000000000000e+02,4.140000000000000000e+02
2.550000000000000000e+02,4.160000000000000000e+02
2.790000000000000000e+02,4.390000000000000000e+02
2.530000000000000000e+02,4.430000000000000000e+02
2.220000000000000000e+02,4.420000000000000000e+02
4.280000000000000000e+02,4.430000000000000000e+02
4.580000000000000000e+02,4.220000000000000000e+02
4.900000000000000000e+02,4.220000000000000000e+02
5.180000000000000000e+02,4.380000000000000000e+02
4.920000000000000000e+02,4.490000000000000000e+02
4.580000000000000000e+02,4.490000000000000000e+02
2.500000000000000000e+02,6.980000000000000000e+02
2.750000000000000000e+02,6.720000000000000000e+02
3.030000000000000000e+02,6.560000000000000000e+02
3.210000000000000000e+02,6.620000000000000000e+02
3.430000000000000000e+02,6.580000000000000000e+02
3.810000000000000000e+02,6.770000000000000000e+02
4.200000000000000000e+02,7.020000000000000000e+02
3.830000000000000000e+02,7.270000000000000000e+02
3.460000000000000000e+02,7.350000000000000000e+02
3.220000000000000000e+02,7.350000000000000000e+02
3.000000000000000000e+02,7.310000000000000000e+02
2.740000000000000000e+02,7.190000000000000000e+02
2.680000000000000000e+02,6.940000000000000000e+02
3.030000000000000000e+02,6.800000000000000000e+02
3.220000000000000000e+02,6.820000000000000000e+02
3.450000000000000000e+02,6.810000000000000000e+02
4.030000000000000000e+02,6.990000000000000000e+02
3.450000000000000000e+02,7.050000000000000000e+02
3.220000000000000000e+02,7.040000000000000000e+02
3.020000000000000000e+02,7.010000000000000000e+02
