2.040000000000000000e+02,4.530000000000000000e+02
2.010000000000000000e+02,5.040000000000000000e+02
2.010000000000000000e+02,5.540000000000000000e+02
2.050000000000000000e+02,6.050000000000000000e+02
2.170000000000000000e+02,6.570000000000000000e+02
2.410000000000000000e+02,7.040000000000000000e+02
2.760000000000000000e+02,7.450000000000000000e+02
3.160000000000000000e+02,7.830000000000000000e+02
3.720000000000000000e+02,7.960000000000000000e+02
4.350000000000000000e+02,7.910000000000000000e+02
4.950000000000000000e+02,7.630000000000000000e+02
5.510000000000000000e+02,7.270000000000000000e+02
5.960000000000000000e+02,6.810000000000000000e+02
6.220000000000000000e+02,6.260000000000000000e+02
6.320000000000000000e+02,5.670000000000000000e+02
6.360000000000000000e+02,5.120000000000000000e+02
6.390000000000000000e+02,4.520000000000000000e+02
2.180000000000000000e+02,4.210000000000000000e+02
2.310000000000000000e+02,3.900000000000000000e+02
2.620000000000000000e+02,3.750000000000000000e+02
2.990000000000000000e+02,3.740000000000000000e+02
3.340000000000000000e+02,3.840000000000000000e+02
4.130000000000000000e+02,3.860000000000000000e+02
4.570000000000000000e+02,3.740000000000000000e+02
5.020000000000000000e+02,3.750000000000000000e+02
5.450000000000000000e+02,3.890000000000000000e+02
5.750000000000000000e+02,4.180000000000000000e+02
3.730000000000000000e+02,4.330000000000000000e+02
3.700000000000000000e+02,4.780000000000000000e+02
3.670000000000000000e+02,5.230000000000000000e+02
3.640000000000000000e+02,5.690000000000000000e+02
3.240000000000000000e+02,5.750000000000000000e+02
3.450000000000000000e+02,5.890000000000000000e+02
3.700000000000000000e+02,6.000000000000000000e+02
4.000000000000000000e+02,5.880000000000000000e+02
4.260000000000000000e+02,5.750000000000000000e+02
2.570000000000000000e+02,4.450000000000000000e+02
2.780000000000000000e+02,4.330000000000000000e+02
3.040000000000000000e+02,4.320000000000000000e+02
3.290000000000000000e+02,4.460000000000000000e+02
3.040000000000000000e+02,4.500000000000000000e+02
2.790000000000000000e+02,4.510000000000000000e+02
4.430000000000000000e+02,4.460000000000000000e+02
4.700000000000000000e+02,4.330000000000000000e+02
4.970000000000000000e+02,4.330000000000000000e+02
5.200000000000000000e+02,4.470000000000000000e+02
4.970000000000000000e+02,4.510000000000000000e+02
4.710000000000000000e+02,4.510000000000000000e+02
2.920000000000000000e+02,6.340000000000000000e+02
3.210000000000000000e+02,6.290000000000000000e+02
3.530000000000000000e+02,6.290000000000000000e+02
3.780000000000000000e+02,6.330000000000000000e+02
4.060000000000000000e+02,6.270000000000000000e+02
4.470000000000000000e+02,6.270000000000000000e+02
4.900000000000000000e+02,6.320000000000000000e+02
4.490000000000000000e+02,6.620000000000000000e+02
4.080000000000000000e+02,6.740000000000000000e+02
3.790000000000000000e+02,6.760000000000000000e+02
3.520000000000000000e+02,6.740000000000000000e+02
3.210000000000000000e+02,6.610000000000000000e+02
3.060000000000000000e+02,6.370000000000000000e+02
3.520000000000000000e+02,6.440000000000000000e+02
3.780000000000000000e+02,6.460000000000000000e+02
4.060000000000000000e+02,6.420000000000000000e+02
4.780000000000000000e+02,6.350000000000000000e+02
4.070000000000000000e+02,6.530000000000000000e+02
3.790000000000000000e+02,6.560000000000000000e+02
3.530000000000000000e+02,6.530000000000000000e+02
