1.730000000000000000e+02,4.930000000000000000e+02
1.750000000000000000e+02,5.530000000000000000e+02
1.810000000000000000e+02,6.130000000000000000e+02
1.890000000000000000e+02,6.750000000000000000e+02
2.080000000000000000e+02,7.340000000000000000e+02
2.460000000000000000e+02,7.840000000000000000e+02
2.970000000000000000e+02,8.230000000000000000e+02
3.580000000000000000e+02,8.520000000000000000e+02
4.190000000000000000e+02,8.600000000000000000e+02
4.780000000000000000e+02,8.440000000000000000e+02
5.340000000000000000e+02,8.140000000000000000e+02
5.850000000000000000e+02,7.760000000000000000e+02
6.220000000000000000e+02,7.270000000000000000e+02
6.410000000000000000e+02,6.690000000000000000e+02
6.470000000000000000e+02,6.080000000000000000e+02
6.520000000000000000e+02,5.480000000000000000e+02
6.580000000000000000e+02,4.860000000000000000e+02
2.130000000000000000e+02,4.570000000000000000e+02
2.400000000000000000e+02,4.300000000000000000e+02
2.790000000000000000e+02,4.210000000000000000e+02
3.190000000000000000e+02,4.250000000000000000e+02
3.550000000000000000e+02,4.420000000000000000e+02
4.370000000000000000e+02,4.330000000000000000e+02
4.800000000000000000e+02,4.140000000000000000e+02
5.220000000000000000e+02,4.070000000000000000e+02
5.640000000000000000e+02,4.170000000000000000e+02
5.960000000000000000e+02,4.410000000000000000e+02
3.990000000000000000e+02,4.850000000000000000e+02
4.000000000000000000e+02,5.270000000000000000e+02
4.010000000000000000e+02,5.690000000000000000e+02
4.030000000000000000e+02,6.110000000000000000e+02
3.550000000000000000e+02,6.330000000000000000e+02
3.790000000000000000e+02,6.390000000000000000e+02
4.040000000000000000e+02,6.450000000000000000e+02
4.300000000000000000e+02,6.360000000000000000e+02
4.530000000000000000e+02,6.270000000000000000e+02
2.580000000000000000e+02,4.970000000000000000e+02
2.810000000000000000e+02,4.760000000000000000e+02
3.120000000000000000e+02,4.780000000000000000e+02
3.390000000000000000e+02,5.020000000000000000e+02
3.120000000000000000e+02,5.070000000000000000e+02
2.810000000000000000e+02,5.070000000000000000e+02
4.680000000000000000e+02,4.940000000000000000e+02
4.950000000000000000e+02,4.670000000000000000e+02
5.250000000000000000e+02,4.660000000000000000e+02
5.500000000000000000e+02,4.830000000000000000e+02
5.280000000000000000e+02,4.950000000000000000e+02
4.980000000000000000e+02,4.980000000000000000e+02
2.960000000000000000e+02,6.830000000000000000e+02
3.380000000000000000e+02,6.740000000000000000e+02
3.780000000000000000e+02,6.720000000000000000e+02
4.050000000000000000e+02,6.740000000000000000e+02
4.360000000000000000e+02,6.680000000000000000e+02
4.770000000000000000e+02,6.660000000000000000e+02
5.210000000000000000e+02,6.710000000000000000e+02
4.850000000000000000e+02,7.240000000000000000e+02
4.440000000000000000e+02,7.470000000000000000e+02
4.120000000000000000e+02,7.520000000000000000e+02
3.810000000000000000e+02,7.510000000000000000e+02
3.370000000000000000e+02,7.340000000000000000e+02
3.100000000000000000e+02,6.850000000000000000e+02
3.790000000000000000e+02,6.890000000000000000e+02
4.070000000000000000e+02,6.910000000000000000e+02
4.370000000000000000e+02,6.850000000000000000e+02
5.090000000000000000e+02,6.740000000000000000e+02
4.410000000000000000e+02,7.210000000000000000e+02
4.090000000000000000e+02,7.260000000000000000e+02
3.800000000000000000e+02,7.250000000000000000e+02
